datetime,T1
2022-03-18 00:00:15,289.425
2022-03-18 00:00:55,289.427
2022-03-18 00:01:35,289.426
2022-03-18 00:02:15,289.428
2022-03-18 00:02:55,289.43
2022-03-18 00:03:35,289.43
2022-03-18 00:04:15,289.43
2022-03-18 00:04:55,289.433
2022-03-18 00:05:35,289.433
2022-03-18 00:06:15,289.435
2022-03-18 00:06:55,289.435
2022-03-18 00:07:35,289.433
2022-03-18 00:08:15,289.437
2022-03-18 00:08:55,289.439
2022-03-18 00:09:35,289.441
2022-03-18 00:10:15,289.441
2022-03-18 00:10:55,289.44
2022-03-18 00:11:35,289.44
2022-03-18 00:12:15,289.441
2022-03-18 00:12:55,289.444
2022-03-18 00:13:35,289.444
2022-03-18 00:14:15,289.445
2022-03-18 00:14:55,289.446
2022-03-18 00:15:35,289.448
2022-03-18 00:16:15,289.448
2022-03-18 00:16:55,289.448
2022-03-18 00:17:35,289.452
2022-03-18 00:18:15,289.453
2022-03-18 00:18:55,289.453
2022-03-18 00:19:35,289.453
2022-03-18 00:20:15,289.453
2022-03-18 00:20:55,289.455
2022-03-18 00:21:35,289.456
2022-03-18 00:22:15,289.46
2022-03-18 00:22:55,289.462
2022-03-18 00:23:35,289.462
2022-03-18 00:24:15,289.462
2022-03-18 00:24:55,289.46
2022-03-18 00:25:35,289.462
2022-03-18 00:26:15,289.463
2022-03-18 00:26:55,289.463
2022-03-18 00:27:35,289.466
2022-03-18 00:28:15,289.469
2022-03-18 00:28:55,289.469
2022-03-18 00:29:35,289.467
2022-03-18 00:30:15,289.467
2022-03-18 00:30:55,289.473
2022-03-18 00:31:35,289.473
2022-03-18 00:32:15,289.473
2022-03-18 00:32:56,289.474
2022-03-18 00:33:36,289.474
2022-03-18 00:34:16,289.476
2022-03-18 00:34:56,289.477
2022-03-18 00:35:36,289.479
2022-03-18 00:36:16,289.478
2022-03-18 00:36:56,289.478
2022-03-18 00:37:36,289.481
2022-03-18 00:38:16,289.482
2022-03-18 00:38:56,289.482
2022-03-18 00:39:36,289.482
2022-03-18 00:40:16,289.482
2022-03-18 00:40:56,289.484
2022-03-18 00:41:36,289.487
2022-03-18 00:42:16,289.489
2022-03-18 00:42:56,289.488
2022-03-18 00:43:36,289.488
2022-03-18 00:44:16,289.493
2022-03-18 00:44:56,289.492
2022-03-18 00:45:36,289.496
2022-03-18 00:46:16,289.496
2022-03-18 00:46:56,289.496
2022-03-18 00:47:36,289.496
2022-03-18 00:48:16,289.498
2022-03-18 00:48:56,289.497
2022-03-18 00:49:36,289.501
2022-03-18 00:50:16,289.501
2022-03-18 00:50:56,289.501
2022-03-18 00:51:36,289.503
2022-03-18 00:52:16,289.501
2022-03-18 00:52:56,289.505
2022-03-18 00:53:36,289.505
2022-03-18 00:54:16,289.505
2022-03-18 00:54:56,289.509
2022-03-18 00:55:36,289.509
2022-03-18 00:56:16,289.507
2022-03-18 00:56:56,289.507
2022-03-18 00:57:36,289.511
2022-03-18 00:58:16,289.513
2022-03-18 00:58:56,289.513
2022-03-18 00:59:36,289.513
2022-03-18 01:00:16,289.513
2022-03-18 01:00:56,289.515
2022-03-18 01:01:36,289.517
2022-03-18 01:02:16,289.518
2022-03-18 01:02:56,289.517
2022-03-18 01:03:36,289.517
2022-03-18 01:04:16,289.521
2022-03-18 01:04:56,289.523
2022-03-18 01:05:36,289.525
2022-03-18 01:06:16,289.525
2022-03-18 01:06:56,289.525
2022-03-18 01:07:36,289.528
2022-03-18 01:08:16,289.529
2022-03-18 01:08:56,289.53
2022-03-18 01:09:36,289.529
2022-03-18 01:10:16,289.529
2022-03-18 01:10:56,289.532
2022-03-18 01:11:36,289.53
2022-03-18 01:12:16,289.536
2022-03-18 01:12:56,289.536
2022-03-18 01:13:37,289.536
2022-03-18 01:14:17,289.537
2022-03-18 01:14:57,289.537
2022-03-18 01:15:37,289.541
2022-03-18 01:16:17,289.542
2022-03-18 01:16:57,289.542
2022-03-18 01:17:37,289.544
2022-03-18 01:18:17,289.543
2022-03-18 01:18:57,289.548
2022-03-18 01:19:38,289.546
2022-03-18 01:20:18,289.546
2022-03-18 01:20:58,289.551
2022-03-18 01:21:38,289.549
2022-03-18 01:22:18,289.55
2022-03-18 01:22:58,289.552
2022-03-18 01:23:38,289.552
2022-03-18 01:24:18,289.555
2022-03-18 01:24:58,289.556
2022-03-18 01:25:38,289.557
2022-03-18 01:26:19,289.559
2022-03-18 01:26:59,289.559
2022-03-18 01:27:39,289.559
2022-03-18 01:28:19,289.562
2022-03-18 01:28:59,289.564
